,neg,neu,pos,compound
insuffere kemaren scbd fashion week,0.0,1.0,0.0,0.0
rt greduasia udah fenomena trend scbd yap banget citayam fashion week bikin eksistens,0.0,1.0,0.0,0.0
coowookk citayam fashion week nak scbd,0.0,1.0,0.0,0.0
pemuda scbd demo citayam fashion week komersialisasi httpstcodveomwcetr,0.0,1.0,0.0,0.0
rekomendasi lampu tidur aesthetic built in speaker link httpstcoigdjpydvt ldii stop lgbt jokowi anies baswedan adzan slebew jeje scbd citayam fashion week getwellsoonmark lisa sona httpstcopbtywhoe,0.081,0.919,0.0,-0.296
yozariam coba yg maen paten citayem fashion week contoh prof agasa yg gadget keren mumpuni kasih gratis temen have fun citayemfashionweek detectiveconan viral createdbythepoorstolenbytherich scbd citayem wakanda,0.0,0.847,0.153,0.5423
coba yg maen paten citayem fashion week contoh prof agasa yg gadget keren mumpuni kasih gratis temen have fun citayemfashionweek detectiveconan viral createdbythepoorstolenbytherich scbd citayem wakanda,0.0,0.842,0.158,0.5423
martinus leo arungbudoyo wikki tokcer hunter wadon scbd citayam fashion week jago ngusir setan kembar finallyvalen,0.0,1.0,0.0,0.0
jual kopi keliling kenal starling toriman ngaku hari uang rp ribu ramai citayam fashion week httpstcowezwbhrww,0.0,1.0,0.0,0.0
rt indosiar berita httpstcowddayjgqqe fenomena scbd fashion week ramai unjung citayam bojong,0.0,1.0,0.0,0.0
rt wadidawbigwin citayam fashion week hak baim senin fenomena catwalk jalan thn era aja,0.0,0.818,0.182,0.4404
remaja kerap nongkrong dukuh dengar rencana baim gelar citayam fashion week httpstconojmqiopb,0.0,1.0,0.0,0.0
rt sugarda agnezmo in citayam fashion week agnezmo citayamfashionweek scbd httpstcoxjuvthoqf,0.0,1.0,0.0,0.0
dapat remaja nongkrong scbd baim daftar merek citayam fashion week httpstcooqqcxmgse,0.0,1.0,0.0,0.0
cinta laura scbd pimpin rombong pungut sampah area citayam fashion week httpstcohzrzsfwgxq temposeleb,0.0,1.0,0.0,0.0
jundans ikon nya citayem fashion week tepat remaja putri usia th yg kenal wawancara scr random guna tiktok kenal jg krn cantik lucu fashion nya yg keren liar kawasan scbd,0.102,0.898,0.0,-0.5106
askrlfess review manajemen resiko konteks untung laku creator fashion fashion week dr baim usaha usaha tiger entartaiment usaha open access big network scbd ged serba lindung uu,0.0,1.0,0.0,0.0
tolong citayam fashion week tertib wagub arizapatria pindah monaskota tua dll yg tdk mengangu guna jln jg bnyk anak laki jd kemayu scbd initakutnya perilaku simpang n nakal remaja httpstcotkjkrsq,0.0,1.0,0.0,0.0
scbd gamau liat citayem fashion week ken jajanjajann,0.0,1.0,0.0,0.0
taehyuniw slibawnya banget keren udah cocok nih ikut fashion week scbd,0.0,1.0,0.0,0.0
rt yahoo id tunjung fashion week ala remaja scbd bubar alas wali kota surabaya httpstcoolncjtaao httpstcoomxwgh,0.123,0.877,0.0,-0.2732
tunjung fashion week ala remaja scbd bubar alas wali kota surabaya httpstcoolncjtaao httpstcoomxwghnb,0.149,0.851,0.0,-0.2732
askrlfess naluri alami atmosfer biar sifat alami fashions week scbd wajar nama milik nilai aspek fashion yg pakai tunjuk milik nilai ekonomi open access big network,0.0,1.0,0.0,0.0
positif gw ambil citayem fashion week kalang damping bersenangsenang sana dr public figur model anak scbd orang highlight utk jakarta wadah utk tuang kreatifitas,0.0,0.906,0.094,0.34
citayam fashion week arus bangkit anak muda httpstcolwlxgigm anakmuda citayamfashionweek scbd httpstcoamadtfrfr,0.0,1.0,0.0,0.0
cerita nya citayam fashion week suderman citayemfashionweek scbd ceritavalen httpstcoerutkvfz,0.0,1.0,0.0,0.0
rt asterisk secret airlines fashion week at scbd seoul changwon bus daegu ecretnumber golbaengikpop whatsyourk mygirls,0.0,1.0,0.0,0.0
voidotid pdhal kaga bagus bagus nya samsektapi ko scbd olah prestasi yg support orgbanyak negatif nya dripada positifnyadengan citayam fashion week apa nama generasi milenial jdi males ajar neng nongkrong,0.0,0.915,0.085,0.4019
rt awalmnda detikcom tetep aja kalo daftarin hak nama citayam fashion week s,0.0,0.791,0.209,0.4404
ilmiausaa stwannnn dewey soeci siumed efrilphn ridwankamil bantu scbd senayan jkt bocah depok main deh situ bnyk yg blg senayan citayam depok bojong alas juluk citayam fashion week krn situ kayak ajang anak citayam adu tren,0.057,0.943,0.0,-0.2732
geloraco dear kang ridwankamil coba tunjuk amp ajar sy nilai edukasi filosofi amp arti citayam fashion week scbd juli maaf alm eril blm juni kubur berfashion bgt,0.0,0.909,0.091,0.3818
upaya baim kuasa brand citayam fashion week warga scbd protes httpstcoakewaoyq,0.0,1.0,0.0,0.0
golbaengikpop ecretnumber jinny scbd fashion week,0.0,1.0,0.0,0.0
tiru fashion week ala scbd remaja bireuen timbul komentar ragam netizen httpstcoekpzublg,0.0,1.0,0.0,0.0
scbd kawasan bisnis letak jakarta selatan gedung kantor pusat belanja hotel httpstcoatxecnfpe,0.0,1.0,0.0,0.0
demam citayam fashion week sandiaga tingkat ahli abg scbd lengkapcepatberitanya gayahidup lifestyle travel jalanjalan httpstcozvqzndgaec,0.0,1.0,0.0,0.0
moga gak bogor fashion week dgn kerumun massa sana ala cfwnya scbd jalur healing istri pekan pagi keliling bogor modal tiket cl depokbogor pp,0.0,1.0,0.0,0.0
marak scbd fashion week yaudah gausah jktatau ikut an trend kalo nengok style pemuda subulussalam sada aja udah tu outfit kece oppa unnie subulussalam jajan adabawak anak,0.0,1.0,0.0,0.0
lepas pro kontra fenomena coba cek deh google maps citayam fashion week udah muncul spot ikoniknya kawasan scbd saking fenomenal bilang scbd singkat sudirman citayam bojong gede depok httpstcoqvixbiihwt,0.0,1.0,0.0,0.0
meinbokeol kak lupa scbd citayam fashion week,0.0,1.0,0.0,0.0
masuqiiin ldynfi xatriaantarixa xdyrarara scbd fashion week aja jg orang tw yg ciptain hasil nyolong udah viral,0.0,1.0,0.0,0.0
obat luka bentuk kritik kaum elite anak scbd anak negara sekolah perhati gairah citayem fashion week peka problem sosial benah,0.124,0.876,0.0,-0.4019
wadah rampok kapitalis ambil untung kaum marginal kuasa apaapa dengar aju hak citayem fashion week lucu aju kalang anakanak scbd,0.0,0.868,0.132,0.4404
wadah cfw kembang bagus but gimana kalo nya jangkau fasilitas kendara sedia food umkm kalo dinamain ffwfood fashion week baim paula scbd cfw,0.0,1.0,0.0,0.0
detikcom kemaren scbd fashion week nya jalan raya zebra cross gimana kalo pindah tengahx palang pintu lintas kereta api deket pasar rumput deketx situ kaaan wkwkwk,0.0,1.0,0.0,0.0
secret airlines fashion week at scbd seoul changwon bus daegu ecretnumber golbaengikpop whatsyourk mygirls secret number httpstcofhqkenff,0.0,0.925,0.075,0.0772
ya marakmaraknya fashion week dimanamana kota indonesia bangunin trendnya yg scbd fashionfashion yg style mgkin fashion week so positif negatif trend,0.0,1.0,0.0,0.0
banyusadewa biarin aja sih daftarin hak cfw kalo duid udah hak ganti nama deh sudirman fashion week scbd fashion week citayem fashion street,0.0,0.784,0.216,0.7003
fenomena citayam fashion week remaja scbd jakarta rambah surabaya jalan tunjung ajang fashionista remaja emakemak nnn citayamfashiohnweek dukuhatas jakarta scbd cfw tujunganfashionweek surabaya jawatimur httpstcorddrjumg,0.0,1.0,0.0,0.0
garagara baim remaja scbd gelar protes citayam fashion week httpstcoaezxieaxm,0.0,1.0,0.0,0.0
rencana bikin cfw cleman fashion week tempat scbd sleman city business distric kali teman teman gemar fashion janji kumpul,0.0,1.0,0.0,0.0
rp httpstcoghhbudep ridwan kamil slebew baim paula hak citayam fashion week scbd mark lee covid brand httpstcojtyzmfmnla,0.0,0.847,0.153,0.4404
faridmohmdmf ernestprakasa ko ernest scbd citayam fashion week ya biar founder nya aja yg ngurus biar anak muda ngerti bangun bisnis nya ya kasih tenaga ahli ajar yg temu klaim orang rakus,0.0,1.0,0.0,0.0
gabisa bawa indonesia klo udh daftar hak otomatis uang ngalirnya usaha baim anak scbd cm jeje bonge bgt bgt citayem fashion week mati muda krn yg viral gak viral httpstcopetpoqguv,0.0,0.909,0.091,0.4404
bahagia pake sederhana emang nyess btw ngerasain langsung hypenya citayam fashion week ga sih share guys citayamfashionweek scbd hak httpstcopgxgxoj,0.0,0.779,0.221,0.6249
rame ya scbd citayem fashion week hm,0.0,1.0,0.0,0.0
outfit scbd fashion week kek manaa v,0.0,1.0,0.0,0.0
protes daftar hak citayam fashion week baim warga scbd asik ngusik citayam hak baimwong scbd citayamfashionweek lengkap httpstcoczlqolod via youtube,0.0,0.756,0.244,0.7003
nama citayam fashion week daftar legislator kreasi anak muda scbd nggak klaim pakai merek suara httpstcokykzomjnc opsiin httpstconqzpwneofr,0.0,1.0,0.0,0.0
udah fenomena trend scbd yap banget citayam fashion week bikin eksistensi anak muda indonesia yuk kenal a thread httpstcotppkyqqio,0.0,1.0,0.0,0.0
caratstalk jadwal sudirman nder scbd fashion week kek orang orang,0.0,1.0,0.0,0.0
rt cnnindonesia garagara baim remaja scbd gelar protes citayam fashion week httpstcokipghbmp,0.0,1.0,0.0,0.0
citayem fashion week bubarin sih gua liat vt orang sekitar scbd ganggu,0.0,1.0,0.0,0.0
rt elmeira utami ayo dukung ladang dakwah scbd citayem fashion week jijik buka,0.0,1.0,0.0,0.0
caratstalk scbd kak shua ikut citayem fashion week,0.0,1.0,0.0,0.0
scbd kenal plesetan sudirman citayam bojongede depok citayam fashion week viral ikut artis model jabat httpstcoxrtwvpmo,0.0,1.0,0.0,0.0
citayam fashion week potensi asai kalang abg scbd singkir httpstcomjbtrdii,0.0,1.0,0.0,0.0
fenomena citayam fashion week trending topic media sosial salah nama populer pagelaran ramai kawasan scbd sosok anak muda nama jeje jejeslebew citayemfashionweek httpstcomnotrush,0.0,1.0,0.0,0.0
garagara baim remaja scbd gelar protes citayam fashion week httpstcokipghbmp,0.0,1.0,0.0,0.0
rt aswinzulaeha jokowi tanggap amp dukung positif fenomena citayam fashion week indonesiahebat jokowidodo,0.0,1.0,0.0,0.0
rt edwinfitriani jokowi tanggap amp dukung positif fenomena citayam fashion week indonesiahebat jokowidodo,0.0,1.0,0.0,0.0
rt fandy fathan jokowi tanggap amp dukung positif fenomena citayam fashion week indonesiahebat jokowidodo,0.0,1.0,0.0,0.0
rt fauzitanuwijaya jokowi tanggap amp dukung positif fenomena citayam fashion week indonesiahebat jokowidod,0.0,1.0,0.0,0.0
yall can say scbd instead of citayem fashion week risih bgt jjur,0.0,1.0,0.0,0.0
shimjuake hi kece otw scbd kalo fashion weekg,0.0,1.0,0.0,0.0
ridwan kamil baim cabut hak citayam fashion week daftar ridwankamil citayamfashionweek baimwong scbd bonge httpstcojfihjgigr,0.0,0.828,0.172,0.4404
scbd citayam fashion week ramai bincang daftar salah hak kaya intelektual hki pt tiger entertainment indigo aditya nugroho turut scbd httpstcoejewzzoon,0.0,0.769,0.231,0.6908
citayam fashion week karna anak citayam nongkrong scbd ya anak sudirman gak nongkrong citayam aja bikin sudirman fashion week,0.0,1.0,0.0,0.0
heboh citayam fashion week mami angel jago scbd ngaku endorse hari rp juta httpstcondnyyevys,0.0,0.85,0.15,0.3182
rt jaeheedays oh ya weeekly kudu scbd biar fashion week sana wkwkkk bawa skateboard make baju kotak kotak jametnya zoa ht,0.0,1.0,0.0,0.0
oknum manfaat fenomena citayam fashion week lapak cari uang merahputihcom scbd citayamfashionweek cuan oknum httpstconrgxrx,0.0,1.0,0.0,0.0
ayo dukung ladang dakwah scbd citayem fashion week jijik buka ruang kaum tulang lunak plus remaja ga idola httpstcoyjnjcgs,0.0,1.0,0.0,0.0
keren latah ikut catwalk cinta laura ajak remaja scbd pungut sampah citayam fashion week httpstcozeuqozx,0.0,1.0,0.0,0.0
scbd fashion week singosari cinde bonharjo depok httpstcorpzwzkqaiy hendrarprihadi tolong ganggu pakai jalan simpang timbul macet httpstcocfesacuj,0.0,1.0,0.0,0.0
berangkat kena macet kendara pulang kena macet kerumun massa citayam fashion week indah capek kerja scbd,0.0,1.0,0.0,0.0
sindonews prestasi salur moga alumni fashion week citayem scbd pragawatiwan yg profeaaional gulir lahir personel yg regenerasi giroe lho httpstcoaeytbiaj,0.0,1.0,0.0,0.0
sentil baim isi pesan ridwan kamil daftar hak citayam fashion week koranjakarta nasional baimwong ridwankamil scbd citayamfashionweek hak jeje bonge indonesia news update viral httpstcofoujeaoe,0.0,0.799,0.201,0.7003
citayem fashion week scbd fashion week jogjakarta tawur week safejogja,0.0,1.0,0.0,0.0
kawand citayam fashion week alias bocah scbd krn tongkrong sdh crowded minggu besok nongkrong dukuh cooling down euforia tren redup pindah pik,0.0,1.0,0.0,0.0
giat citayam fashion week nilai ganggu tertib lintas dki jakarta ahmad riza patria usul pilih lokasi alternatif ganti lokasi dukuh merahputihcom scbd dukuhatas jakarta citayam httpstconukoavikk,0.0,1.0,0.0,0.0
gubernur ridwan kamil jalan catwalk citayam fashion week bilang scbd citayam style ala bonge cs jalan raya citayam fasilitas trotoar httpstcoenucoxybbb,0.0,1.0,0.0,0.0
nuicemedia janganjangan remaja suburban daerah coba kumpul scbd musuh brand citayam fashion week komersialisasi takut kalah saing,0.0,1.0,0.0,0.0
rt lyndaibrahim tahun gw harga paula verhoeven sbg model top pdki adu cepat daftar sbg fashion insider harusny,0.0,0.904,0.096,0.2023
nuicemedia atur larang remaja nongkrong scbd cari fashion week hehehe komunitas organic tibatiba rusuh campur tangan,0.0,1.0,0.0,0.0
gubernur ridwan kamil jalan catwalk citayam fashion week bilang scbd citayam style ala bonge cs jalan raya citayam fasilitas trotoar,0.0,1.0,0.0,0.0
sobat biem rame aja nih fenomena citayam fashion week yuk simak opini amat sosial eko suprianto bonge citayamfashionweek fenomena jeje kurma roy scbd httpstcoeltqlloj,0.0,1.0,0.0,0.0
citayam fashion week daftar gak asyik gimana sobat httpstcoqrthhqvz citayamfashionweek m scbd mu nobar hakpaten,0.0,1.0,0.0,0.0
bunda citayam fashion week oke banget ngga sih alat bebas ekspres manfaat fasilitas publik bunda opini komen yuk bun citayamfashionweek scbd beritaviral trendingtopics fashion catwalk jeje httpstcosuhdpz,0.0,1.0,0.0,0.0
citayam fashion week cfw street fashion anak muda selebriti influencer jabat kawasan sudirman central business district scbd jakarta pusat httpstcorithfmbs,0.0,1.0,0.0,0.0
citayem fashion week bangga in gw citayem fashion week muncul bibit lgbt contoh laki pakai wanita sayang lumrah sana scbd citayamfashionweek lgbt,0.0,1.0,0.0,0.0
sosiolog remaja scbd potensi singkir citayam fashion week citayemfashionweek scbd videokompas jernihkanharapan httpstcoxfngjolec,0.0,1.0,0.0,0.0
paula verhoeven baim rencana hadiah uang ratus juta rupiah giat citayam fashion week httpstcohlpjrdnt,0.0,1.0,0.0,0.0
rt darmowinx ujung scbd fashion week seru bocil yg manfaat org yg pura musuh ni,0.0,1.0,0.0,0.0
scbd paula ridwan kamil citayam fashion week httpstcohrwgrssl,0.0,1.0,0.0,0.0
picu macet wilayah scbd polisi saran aktivitas citayam fashion week ada hbkb httpstcovztpdhded,0.0,1.0,0.0,0.0
manfaat momentum bubur barbar scbd citayam fashion week ajang promosi httpstcobackmmkjhn,0.0,1.0,0.0,0.0
orang ngomongin fenomena scbd citayam fashion week lho arti fashion week userstory httpstcoaodkxzi,0.0,1.0,0.0,0.0
usul fenomena citayam fashion week tren viral remaja scbd tuai perhati artis politis httpstcobbcjpawo,0.0,1.0,0.0,0.0
asumsico gw inget munculbukan citayam fashion week scbd sudirmancitayembogordepok,0.0,1.0,0.0,0.0
ridwan kamil baim cabut hak citayam fashion week biar slebew haute couture httpstcovwzvxni scbd baimwong ridwankamil slebew citayamfashionweek prmn pikiranrakyatmedianetwork kolaborasimediapreneurnusantara pikiranrakyat,0.0,0.879,0.121,0.4404
daftar brand citayam fashion week cfw pangkal data kaya intelektual pdki aktor ganteng baim serbu kritik netizenbaimwong viral citayamfashionweek scbd httpstcolrgaompt httpstcoxgyij,0.0,1.0,0.0,0.0
rt makkeuuuu rekomendasi dress acara a thread jakarta international stadium sctv scbd baim paula reply stolen,0.186,0.814,0.0,-0.4939
httpstcouzhxkpgz,0.0,1.0,0.0,0.0
yaakurang duit ya sampe inisiatif anak yg ngadain scbd fashion week aja ambil jg bikin tiger fashion week kek kek gt httpstcooxhpforw,0.0,0.909,0.091,0.2732
scbd ala aceh bereeeeeh rakyat aceh butuh hibur httpstcoarzpvhzn,0.0,1.0,0.0,0.0
tiru citayam fashion week video scbd milik suzuya mall bireuen tuai kritik httpstcowqqfgruo httpstcolspuenla,0.0,1.0,0.0,0.0
fenomena citayam fashion week cfw akhirakhir pusat perhati masyarakat luas remaja wilayah pinggir jakarta kumpul kawasan dukuh jakarta pusat pakai fashion kini versi httpstcoxztovozqdp,0.0,1.0,0.0,0.0
trend citayam fashion week atensi perintah daerah orgorg yg pengaruh dlm bidang fashion content creator dll arah bimbing anakanak scbd arah karya dlm salur hobi,0.0,1.0,0.0,0.0
detikcom tetep aja kalo daftarin hak nama citayam fashion week sponsor masuk ujungujungnya lu doang yg dapet untung scbd milik publik biar bebas ekspres,0.0,0.888,0.112,0.4404
riza sebut lokasi remaja scbd sudirman citayam bojonggede depok gelar cfw monumen nasional monas taman lapang banteng httpstconqyrnr,0.0,1.0,0.0,0.0
sampe detik gue ga ngerti konsep citayem fashion week ngapain sih scbd klo scbd penuh dgn jeje dkk kabar orangorang yg pulang kerja ga macet nan begah kerumun anak abege yg lg sibuk faedah aka unfaedah,0.0,1.0,0.0,0.0
apa masuk penting pribadi politik ambyar deh citayam fashion week butuh harga support aja citayamfashionweek scbd bebas kreasi,0.0,0.863,0.137,0.4019
lelaki kemayu citayam fashion week netizen debat wahana ekspres sarang lgbt citayamfashionweek citayam citayem lgbt sudirman scbd httpstcoufzmanoh,0.0,1.0,0.0,0.0
sejarah cipta citayam fashion week juluk lokasi aga busana citayamfashionweek citayam scbd sudirman httpstcorwuxusbph,0.0,1.0,0.0,0.0
jeje slebew kasih roy citayam citayam fashion week scbd cincin httpstcopwflziucr citayamfashionweek citayamfashionweek scbd roycitayam jeje bonge attitude lgbt terong apem fitrul keadilantebangpilih blackpinkxpubgm hak jakmania bigmouth,0.0,0.9,0.1,0.4404
viral bonge pamer toyota vellfire harga spesifikasi citayam fashion week scbd httpstcosmictzqypc bonge jeje jejeslebew roycitayam citayamfashionweek citayemfashionweek scbd lgbt apem terong attitude polisi pi ajar hak jakmania bigmouth stadion fitrul,0.0,0.912,0.088,0.4404
fenomena citayam fashion week remaja scbd blok m tunai fenomena lokasi mejeng anak muda lihat film indonesia lawas blok m httpstcousbsheaj httpstcoqxefsbskf,0.0,1.0,0.0,0.0
kotak rilis single tajuk local pride kali tema angkat fenomena sosial ramai bincang citayam fashion week mediadigitalcpp indotvlive kotak singlebaru localpride citayamfashionweek citayam citayamcity scbd httpstcoamkolxaar,0.0,0.912,0.088,0.34
fenomena citayam fashion week apresiasi kreatifitas remaja lepas kritik penyalahgunaan zebra cross nilai menggangu lintas pejal kaki tws seputarinews rcti fenomena citayamfashionweek scbd apresiasi kritik httpstcofeiytwfd,0.0,1.0,0.0,0.0
bireun betul uda fashion week kayak scbd,0.0,1.0,0.0,0.0
jeje slebew artis citayam fashion week scbd maaf video senonoh viral twitter httpstcoqqlwri,0.0,1.0,0.0,0.0
manfaat momentum bubur barbar scbd citayam fashion week ajang promosi httpstcoodsrmudlnx,0.0,1.0,0.0,0.0
convomf bagus gimana gitu ganggu guna jalan udah daerah scbd macet eh tambah gituanmungkin ganti sabtu minggu doang citayem fashion week,0.0,1.0,0.0,0.0
potensi picu naik covid pemprov dki gelar tes swab massal citayam fashion week koranjakarta nasional virus covid corona swab vaksin citayamfashionweek scbd dkijakarta indonesia news update httpstcorllmbouy,0.0,1.0,0.0,0.0
kota tiru citayam fashion week lurah brand lokal jajal catwalk jalan sonar wartasonora sonorabandung citayamfashionweek scbd trendingnow viral bragabandung klik baca httpstcobixpkqjl,0.0,1.0,0.0,0.0
rt lamz mafiawasit otewe dukuh nonton scbd fashion week httpstcovznxmteh,0.0,1.0,0.0,0.0
jual jaket motor dn hitam std full protector hitam harga rp rp dapat produk shopee httpstcojqxovnikq shopeeid shopeemy shopeeph shopee shopeemx motogp worldsbk riding motogp citayem fashion week scbd stadion httpstcomehnlpjnni,0.0,1.0,0.0,0.0
remaja bireuen tiru fashion week ala scbd cibir netizen rumah pkh httpstcolxhcdlac,0.0,1.0,0.0,0.0
maaf tp kayak anak scbd yg ikut citayem fashion week httpstcolnidjtp,0.0,1.0,0.0,0.0
tidakbeda ucingan euy imron hakim detikcom bubarin aj fashion week nya ga pertanggungjawabannya krn mudharatnya ga bayang besok tabrak trus tanggung hak paten tanda anak scbd bawah umur,0.0,0.903,0.097,0.4404
tunjung fashion week ala remaja scbd bubar alas wali kota surabaya httpstcobcdhjlpvl,0.16,0.84,0.0,-0.2732
mahendramara noo citayem fashion week ituu scbd jakarta tapi isinyaa emang anak anak mainly depok salah satu citayem,0.0,1.0,0.0,0.0
fantastis bongkar hasil bonge scbd banjir job citayam fashion week httpstcoyffdgoa,0.0,1.0,0.0,0.0
upaya baim kuasa brand citayam fashion week warga scbd protes httpstcoosazxslozk detikforum artis gosip forumgosip httpstcoqyuowsqs,0.0,1.0,0.0,0.0
rt rhmardika abbey road fashion week scbd citayamfashionweek httpstcocblbimbwe,0.0,1.0,0.0,0.0
scherazadems balik viral nya citayam fashion week kaum scbd ngajarin transportasi eh rusak orangorang ngakunya artis,0.0,1.0,0.0,0.0
negara atur milik amanah contoh taat atur masyarakat atur atur dukung tutup citayemfashionweek tutupcitayemfashionweek httpstcoftnvejgrq,0.0,1.0,0.0,0.0
citayam fashion week hak baim senin fenomena catwalk jalan thn era ajang ekspresi yg scbd httpstcoounlcush,0.0,0.838,0.162,0.4404
jokowi tanggap amp dukung positif fenomena citayam fashion week indonesiahebat jokowidodo citayemfashionweek scbd bonge jeje ri kpworldtourd hak stayselcaday senin frenchgp forever nieuws idn httpstconyltsbuyt,0.0,0.892,0.108,0.4404
aga busana trotoar seberang jalan kawasan dukuh jakarta pusat kerap citayam fashion week nilai lsm langgar undangundang nomor lintas angkut jalan citayemfashionweek scbd httpstcorjimqgc,0.0,1.0,0.0,0.0
santri pasundan citayemfashionweek httpstcoftnvejgrq,0.0,1.0,0.0,0.0
painapplee gegara scbd fashion week wkwk,0.0,1.0,0.0,0.0
httpstcomgnvrpfts top paten infopariaman geniusumar infojakarta foruminfosumbar,0.0,0.769,0.231,0.2023
jajal citayam fashion week kawasan scbd wako kena batik sampan httpstcowyogbctcw,0.0,1.0,0.0,0.0
wagub dki jakarta riza usul adakan swab test covid masal citayam fashion week scbd httpstcodnfzec,0.0,1.0,0.0,0.0
kalo udah hasil tuh orang dapet hak nya bocah scbd langsung bikin nama aja bojong fashion week trus yg daftarin hak bikin gitu dah kucing wkwk httpstcojfkxcslqc,0.0,0.812,0.188,0.7003
ezash scbd fashion week alias sekitar cibitung bekas delta,0.0,1.0,0.0,0.0
presiden joko widodo jokowi angkat bicara fenomena citayam fashion week dukuh jakarta juluk remaja scbd citayemfashionweek scbd bonge jeje httpstcojookhmrxwv,0.0,1.0,0.0,0.0
viral jeje slebew marah citayam fashion week netizen artis scbd ngamuk gaesss httpstcodmhdpwkwn,0.0,1.0,0.0,0.0
gerak cepat baim langsung daftar citayam fashion week kemenkumham citayam scbd httpstcosqylhjniqw,0.0,1.0,0.0,0.0
rt tvonenews citayam fashion week kawasan dukuh jakarta pusat jakpus kian trend ikut bocah scbd,0.0,1.0,0.0,0.0
rt haikalazizis citayem fashion week scbd margonda nyebrangnya susah,0.0,1.0,0.0,0.0
jokowi tanggap amp dukung positif fenomena citayam fashion week indonesiahebat jokowidodo citayemfashionweek scbd bonge jeje ri kpworldtourd hak stayselcaday senin frenchgp forever nieuws idn httpstcomvkvdf,0.0,0.892,0.108,0.4404
rt farizskmr scbd fashion week with jerseyforum officialkjti httpstcoyakclnxsd,0.0,1.0,0.0,0.0
annanirwana andreasmunthe grsang ernestprakasa kanapa g diskusi tu santai sih wkwk gausah serius dapat asli aja santai cetus mbah google sih httpstcoxprgqhic kalo partisipasi gamasalah yasudah moga sukses dapat,0.0,1.0,0.0,0.0
imo citayem fashion week kerumun scbd udah too much banget asli deh,0.0,1.0,0.0,0.0
ps glow milih tutup toko citayem fashion week monopoli artis kaya jadi ladang cuan fenomena anak tongkrong scbd httpstcoepeihzv,0.0,1.0,0.0,0.0
citayam fashion week gera street fashion anakanak muda kawasan sudirman central business district scbd,0.0,1.0,0.0,0.0
sisi remaja riuh citayam fashion week simak lengkap jpnnoise citayamfashionweek dukuhatas scbd httpstcolvogseeeiu httpstcomenjwwrwu,0.0,1.0,0.0,0.0
perilaku bisnis latah lawan ide bisnis kandung orisinalitas terima scbd fashion week milik warga citayam bojong gede depok asyik httpstcobvnsqfq,0.0,1.0,0.0,0.0
santri pasundan desak kepolisiaan kait tutup scbd fashion week menggangu tertib unsur edukasi apa alas dampak luas moralitas sadar aniesbaswedan ridwankamil httpstconbfapwky,0.091,0.909,0.0,-0.2732
nyobain citayam fashion week scbd viral httpstcomqxlmnwvm selamat senin pagi tweeps httpstcovxmgkqkj,0.0,1.0,0.0,0.0
citayam fashion week sdbd eh sctv emaap scbd soedirman yg renov aniesbaswedan yg viralin bonge dkk yg daftarin hak baim paula dih gatau malu,0.0,0.888,0.112,0.4404
klo baim amp paula niat mlestarikan citayam fashion week tdk hilang dorong bonge kurma jeje n roy ikon scbd utk usaha bokujer entertainment utk daftar hak kek didik deh tiger kes klaim httpstcoifxpdkcjp,0.0,0.84,0.16,0.6908
giat citayam fashion week gandrung remaja scbd sudirman citayam bojonggede depok kilas hibur giat dukung gubernur dki jakarta anies baswedan httpstcoilwgbjx,0.0,1.0,0.0,0.0
jokowi tanggap amp dukung positif fenomena citayam fashion week indonesiahebat jokowidodo citayemfashionweek scbd bonge jeje ri kpworldtourd hak stayselcaday senin frenchgp forever nieuws idn httpstconamxhht,0.0,0.892,0.108,0.4404
citayam fashion week scbd sudirman citayam bojonggede depok sejati brand dar guyon netizen yg ramai relate dgn fenomena hype massa yg organik,0.0,1.0,0.0,0.0
hrdbacot scbd fashion weekdaymonth blm tuhscbd sudirman citayem bojong depok,0.0,1.0,0.0,0.0
saran aniesbaswedan moga fashion week scbd milik atur rusak taman ganggu pekerjajalan melewti scbdterima kasih,0.0,1.0,0.0,0.0
mafiawasit otewe dukuh nonton scbd fashion week httpstcovznxmteh,0.0,1.0,0.0,0.0
citayem fashion week klik httpstcokbvatfdeci cek produk amp promo apparel outfit promo diskon citayam citayem fashionweek bonge citayemfashionweek citayamfashionweek scbd openbo sudirmancitayembojongdepok jeje jejeslebew httpstcoaxzafkjp,0.0,1.0,0.0,0.0
jokowi tanggap amp dukung positif fenomena citayam fashion week indonesiahebat jokowidodo citayemfashionweek scbd bonge jeje ri kpworldtourd hak stayselcaday senin frenchgp forever nieuws idn httpstcolreexxo,0.0,0.892,0.108,0.4404
banggan c abud malas n dukung httpstcoopqaots httpstcobinrmzwpb,0.0,1.0,0.0,0.0
scbd rasa kawasan pada kelompok anak remaja scbd alam warga perintah tata konsep ruang bekumpul headline httpstcoegejgopg,0.0,1.0,0.0,0.0
alunalun cilacap fashion week acfw car free day cfd alunalun cilacap minggu juli jam wib alunaluncilacapfashionweek acfw scbd scbdsudirman scbd jakarta scbd jakarta scbdfashionweek scbdlyfe scbdviral scbdictionary scbdancecompany httpstcoapynephben,0.0,0.895,0.105,0.5106
sang proso gresik fashion week trend scbd area tenger penuh jamaah mie sedaap outfit warna warni yg macet httpstcoiyvssojvvt,0.0,1.0,0.0,0.0
fenomena anak gaul citayam kumpul area scbd rame bahas nongkrong bikin citayam fashion week ilisteners masihpagipagi,0.0,1.0,0.0,0.0
